node	reaction	K15759
node	reaction	K01082
node	reaction	K15422
node	metabolite	WHTCPDAXWFLDIH
node	reaction	K01916
node	metabolite	SENPVEZBRZQVST
node	reaction	K00759
node	metabolite	PQGCEDQWHSBAJP
node	reaction	K18438
node	reaction	K13293
node	reaction	K03651
node	reaction	K18283
node	reaction	K13294
node	reaction	K18437
node	reaction	K01120
node	reaction	K13298
node	reaction	K13755
node	reaction	K18436
node	reaction	K19021
node	reaction	K13296
node	reaction	K01251
node	metabolite	ZJUKTBDSGOFHSH
node	metabolite	FFFHZYDWPBMWHY
node	reaction	K12960
node	metabolite	VNPWVMVYUSNFAW
node	reaction	K01243
node	reaction	K18284
node	metabolite	IQFWYNFDWRYSRA
node	reaction	K00101
node	metabolite	JVTAAEKCZFNVCJ
node	reaction	K00102
node	reaction	K01007
node	metabolite	DTBNBXWJWCWCIK
node	reaction	K00873
node	reaction	K12406
node	reaction	K07248
node	metabolite	AIJULSRZWUXGPQ
node	reaction	K01006
node	reaction	K00158
node	metabolite	LIPOUNRJVLNBCD
node	reaction	K00627
node	reaction	K00382
node	metabolite	ZSLZBFCDCINBPY
node	reaction	K00656
node	reaction	K00027
node	reaction	K00028
node	metabolite	BJEPYKJPYRNKOW
node	reaction	K07246
node	reaction	K00029
node	reaction	K01003
node	metabolite	KHPXUQMNIQBQEV
node	reaction	K17989
node	reaction	K01752
node	reaction	K01754
node	metabolite	MTCFGRXMJLQNBG
node	reaction	K20498
node	reaction	K01753
node	reaction	K01067
node	metabolite	QTBSBXVTEAMEQO
node	reaction	K04072
node	reaction	K18366
node	reaction	K04021
node	reaction	K00132
node	reaction	K04073
node	reaction	K01905
node	reaction	K22224
node	reaction	K24012
node	reaction	K04020
node	reaction	K15024
node	reaction	K13788
node	reaction	K00625
node	reaction	K01578
node	metabolite	LTYOQGRJFJAKNA
node	reaction	K01895
node	reaction	K01913
node	metabolite	UBPVOHPZRZIJHM
node	reaction	K18292
node	reaction	K08691
node	metabolite	XYGOWHUIVNMEIA
node	reaction	K07513
node	reaction	K00626
node	reaction	K07509
node	reaction	K00632
node	reaction	K07508
node	metabolite	OJFDKHTZOUZBOS
node	reaction	K00931
node	reaction	K12657
node	metabolite	PJRXVIJAERNUIP
node	reaction	K15371
node	reaction	K00260
node	reaction	K00261
node	reaction	K13821
node	reaction	K00294
node	metabolite	KABXUUFDPUOJMW
node	reaction	K00262
node	reaction	K23124
node	reaction	K01469
node	reaction	K23123
node	reaction	K07160
node	metabolite	ODHCTXKNWHHXJC
node	reaction	K01915
node	reaction	K01954
node	reaction	K05597
node	reaction	K11540
node	reaction	K23265
node	reaction	K01425
node	reaction	K11541
node	reaction	K01956
node	reaction	K01955
node	reaction	K01950
node	reaction	K14260
node	reaction	K14272
node	reaction	K00814
node	metabolite	QNAYBMKLOCPYGJ
node	reaction	K00618
node	reaction	K00619
node	reaction	K22478
node	reaction	K14682
node	reaction	K22476
node	reaction	K14681
node	reaction	K00620
node	reaction	K22477
node	reaction	K11067
node	metabolite	RFMMMVDNIPUKGG
node	reaction	K01776
node	reaction	K01580
node	metabolite	BTCSSZJGUNDROE
node	reaction	K19268
node	reaction	K01846
node	metabolite	LXRUAYBIUSUULX
node	reaction	K00128
node	reaction	K13877
node	reaction	K19588
node	metabolite	VHKNBDIQDAXGBL
node	reaction	K00031
node	metabolite	ODBLHEXUDAPZAU
node	metabolite	UFSCUAXLTRFIDC
node	reaction	K13566
node	reaction	K08590
node	metabolite	COJBGNAUUSNXHX
node	reaction	K01655
node	reaction	K10977
node	reaction	K02594
node	metabolite	XKJVEVRQMLKSMO
node	reaction	K00432
node	reaction	K00275
node	reaction	K23998
node	metabolite	ZMJGSOSNSPKHNH
node	metabolite	WHOMFKWHIQZTHY
node	reaction	K00354
node	reaction	K00012
node	metabolite	HSCJRCZFDFQWRP
node	metabolite	HDYANYHVCAPMJV
node	metabolite	HXXFSFRBOHSIMQ
node	reaction	K12447
node	reaction	K00963
node	reaction	K22920
node	reaction	K01784
node	reaction	K17716
node	reaction	K20812
node	reaction	K16153
node	reaction	K00750
node	reaction	K16150
node	reaction	K00693
node	reaction	K13679
node	reaction	K12450
node	metabolite	DDWGQQADOIMFOI
node	reaction	K02448
node	reaction	K02305
node	reaction	K04748
node	reaction	K04747
node	reaction	K04561
node	reaction	K02164
node	metabolite	GQPLMRYTRLFLPF
node	reaction	K11181
node	reaction	K11180
node	reaction	K27196
node	metabolite	KRURGYOKPVLRHQ
node	metabolite	LSNNMFCWUKXFEE
node	reaction	K18930
node	reaction	K21836
node	reaction	K12407
node	reaction	K25026
node	reaction	K00845
node	reaction	K00844
node	metabolite	NBSCHQHZLSJFNQ
node	reaction	K01084
node	reaction	K00115
node	reaction	K19813
node	metabolite	QIGBRXMKCJKVMJ
node	metabolite	PHOQVHQSTUBQQK
node	reaction	K01805
node	metabolite	RFSUNEUAIZKAJO
node	reaction	K19892
node	reaction	K01210
node	reaction	K19893
node	reaction	K19891
node	reaction	K01199
node	reaction	K01772
node	metabolite	ZCFFYALKHPIRKJ
node	metabolite	KABFMIBPWCXCRK
node	reaction	K00510
node	reaction	K21418
node	metabolite	UGFAIRIUMAVXCW
node	metabolite	RCNSAJSGRJSBKK
node	reaction	K00925
node	reaction	K01512
node	reaction	K19670
node	metabolite	XUYJLQHKOGNDPB
node	reaction	K00467
node	metabolite	QGWNDRXFNXRZMB
node	metabolite	RQFCJASXJCIDSX
node	metabolite	XKMLYUALXHKNFT
node	reaction	K00942
node	reaction	K21138
node	reaction	K01139
node	metabolite	BUFLLCUFNHESEH
node	reaction	K03780
node	reaction	K03779
node	metabolite	FEWJPZIEWOKRBE
node	reaction	K01610
node	reaction	K00026
node	reaction	K00025
node	reaction	K00024
node	reaction	K00051
node	reaction	K01960
node	reaction	K01959
node	reaction	K01958
node	reaction	K01595
node	reaction	K20370
node	metabolite	ONGPAWNLFDCRJE
node	metabolite	RQMCNDRMPZBEOD
node	reaction	K01659
node	reaction	K27797
node	reaction	K01647
node	reaction	K05942
node	metabolite	KRKNYBCHXYNGOX
node	reaction	K15230
node	reaction	K15231
node	reaction	K01648
node	reaction	K17489
node	reaction	K17490
node	reaction	K03416
node	reaction	K15234
node	metabolite	IHVFHZGGMJDGGZ
node	reaction	K14454
node	reaction	K11358
node	reaction	K00811
node	reaction	K14455
node	reaction	K00813
node	reaction	K00812
node	metabolite	CKLJMWTZIZZHCS
node	reaction	K00278
node	reaction	K03334
node	reaction	K00272
node	reaction	K00116
node	reaction	K01644
node	reaction	K01643
node	reaction	K01646
node	reaction	K00273
node	metabolite	DHMQDGOQFOQNFH
node	reaction	K00552
node	metabolite	FSYKKLYZXJSNPZ
node	reaction	K00830
node	reaction	K00827
node	reaction	K00639
node	metabolite	SAUCHDKDCUROAO
node	reaction	K10816
node	reaction	K10815
node	reaction	K10814
node	metabolite	XFXPMWWXUTWYJX
node	reaction	K10776
node	reaction	K10747
node	reaction	K01971
node	reaction	K07468
node	reaction	K10777
node	reaction	K01972
node	reaction	K01896
node	reaction	K28161
node	reaction	K01897
node	reaction	K15013
node	reaction	K00259
node	reaction	K19244
node	reaction	K09758
node	reaction	K01775
node	reaction	K01798
node	reaction	K18556
node	reaction	K18559
node	reaction	K18558
node	reaction	K18557
node	reaction	K18560
node	metabolite	KDYFGRWQOYBRFD
node	metabolite	VZCYOOQTPOCHFL
node	reaction	K01902
node	reaction	K01903
node	metabolite	VNOYUJKHFWYWIR
node	reaction	K14471
node	reaction	K14472
node	metabolite	HJQWLHMLMCDAEL
node	reaction	K01637
node	reaction	K03417
node	metabolite	HHKPKXCSHMJWCF
node	reaction	K01028
node	reaction	K01027
node	reaction	K01029
node	metabolite	WDJHALXBUFZDSR
node	reaction	K05526
node	metabolite	JCNBNOQGFSXOML
node	reaction	K12409
node	reaction	K24257
node	reaction	K08068
node	metabolite	LFTYTUAZOPRMMI
node	reaction	K23144
node	reaction	K04042
node	reaction	K00972
node	reaction	K11528
node	metabolite	FZLJPEPAYPUMMR
node	reaction	K02473
node	reaction	K01791
node	reaction	K02474
node	reaction	K13015
node	reaction	K22926
node	metabolite	DZOGQXKQLXAPND
node	reaction	K01495
node	reaction	K22391
node	reaction	K09007
node	metabolite	DGGUVLXVLHAAGT
node	reaction	K01497
node	reaction	K14652
node	metabolite	OCLCLRXKNJCOJD
node	metabolite	NDXMRXXKCCKQQV
node	reaction	K07816
node	reaction	K00951
node	metabolite	KCPMACXZAITQAX
node	reaction	K01596
node	reaction	K01900
node	reaction	K01899
node	reaction	K12320
node	reaction	K12322
node	reaction	K01769
node	reaction	K28089
node	reaction	K22600
node	reaction	K12323
node	reaction	K12324
node	reaction	K12321
node	reaction	K12319
node	reaction	K12318
node	reaction	K27625
node	metabolite	ZOOGRGPOEVQQDX
node	reaction	K19064
node	metabolite	KDXKERNSBIXSRK
node	metabolite	GFXYTQPNNXGICT
node	reaction	K03897
node	metabolite	FZQOIMPLZAYIKU
node	reaction	K00468
node	metabolite	OTIAVLWNTIXJDO
node	reaction	K01586
node	reaction	K12526
node	metabolite	GMKMEZVLHJARHF
node	reaction	K18854
node	metabolite	DTERQYGMUDWYAZ
node	reaction	K03918
node	reaction	K25317
node	reaction	K25316
node	reaction	K01843
node	metabolite	QKEWQOJCHPFEAF
node	reaction	K01582
node	metabolite	VHRGRCVQAFMJIZ
node	reaction	K15919
node	reaction	K12972
node	reaction	K18121
node	reaction	K00049
node	reaction	K00090
node	metabolite	AEMRFAOFKBGASW
node	reaction	K18151
node	metabolite	NWZYYCVIOKVTII
node	reaction	K01625
node	reaction	K18123
node	metabolite	WXSKVKPSMAHCSG
node	reaction	K01638
node	reaction	K19282
node	reaction	K01616
node	metabolite	DVIFFQAOYQDXGL
node	reaction	K11473
node	reaction	K00104
node	reaction	K11517
node	reaction	K11472
node	reaction	K12525
node	reaction	K00928
node	reaction	K12524
node	metabolite	IXZNKTPIYKDIGG
node	metabolite	NMUOATVLLQEYHI
node	reaction	K01914
node	metabolite	DCXYFEDJOCDNAF
node	reaction	K13051
node	reaction	K01424
node	reaction	K13035
node	metabolite	BXRLWGXPSRYJDZ
node	reaction	K18309
node	metabolite	OTCCIMWXFLJLIA
node	reaction	K01437
node	reaction	K01579
node	reaction	K18933
node	reaction	K18966
node	reaction	K24264
node	metabolite	UCMIRNVEIXFBKS
node	reaction	K01744
node	reaction	K01779
node	reaction	K00681
node	reaction	K18592
node	metabolite	ZUKPVRWZDMRIEO
node	reaction	K21456
node	reaction	K01920
node	metabolite	RITKHVBHSGLULN
node	reaction	K07967
node	reaction	K07966
node	reaction	K00704
node	reaction	K01854
node	metabolite	ZQLQOXLUCGXKHS
node	metabolite	GACDQMDRPRGCTN
node	metabolite	IRLPACMLTUPBCL
node	reaction	K00860
node	reaction	K13811
node	reaction	K00955
node	metabolite	IERHLVCPSMICTF
node	metabolite	OPTASPLRGRRNAP
node	reaction	K24242
node	reaction	K25434
node	reaction	K08723
node	metabolite	UHDGCWIWMRVCDJ
node	reaction	K00945
node	reaction	K13799
node	metabolite	ZWIADYZPOWUWEW
node	reaction	K22026
node	reaction	K00876
node	reaction	K21057
node	reaction	K08320
node	reaction	K25435
node	reaction	K06287
node	metabolite	PCDQPRRSZKQHHS
node	reaction	K22515
node	reaction	K00127
node	reaction	K00123
node	reaction	K00122
node	reaction	K00124
node	reaction	K00126
node	reaction	K01569
node	metabolite	MUBZPKHOEPUJKR
node	reaction	K01455
node	metabolite	ZHNUHDYFZUAESO
node	reaction	K01458
node	metabolite	ADZLWSMFHHHOBV
node	metabolite	MQUUQXIFCBBFDP
node	reaction	K01070
node	metabolite	FHXAGOICBFGEBF
node	reaction	K05301
node	reaction	K00386
node	metabolite	QAOWNCQODCNURD
node	reaction	K00958
node	reaction	K00957
node	reaction	K00956
node	reaction	K22966
node	reaction	K00387
node	reaction	K01501
node	reaction	K20862
node	reaction	K20884
node	reaction	K01093
node	reaction	K14379
node	reaction	K20861
node	reaction	K01078
node	reaction	K09474
node	reaction	K14394
node	reaction	K20860
node	reaction	K14410
node	reaction	K03788
node	reaction	K23458
node	reaction	K00861
node	reaction	K01476
node	metabolite	ODKSFYDXXFIFQN
node	metabolite	AHLPHDHHMVZTML
node	reaction	K01478
node	reaction	K00934
node	metabolite	CCTIOCVIZPCTGO
node	reaction	K23233
node	metabolite	IMXSCCDUAFEIOE
node	reaction	K00296
node	metabolite	LMKYZBGVKHTLTN
node	reaction	K00613
node	metabolite	BPMFZUMJYQTVII
node	reaction	K02626
node	reaction	K01583
node	reaction	K01584
node	reaction	K01585
node	metabolite	QYPPJABKJHAVHS
node	reaction	K01937
node	reaction	K27604
node	metabolite	WCPTXJJVVDAEMW
node	reaction	K01953
node	reaction	K22305
node	reaction	K25528
node	reaction	K02203
node	reaction	K01079
node	metabolite	BZQFBWGGLXLEPQ
node	reaction	K13290
node	metabolite	HHDDCCUIIUWNGJ
node	reaction	K23304
node	reaction	K00640
node	reaction	K19726
node	metabolite	VZXPDPZARILFQX
node	reaction	K12235
node	metabolite	UQBOJOOOTLPNST
node	reaction	K15429
node	reaction	K00554
node	reaction	K15461
node	reaction	K00430
node	reaction	K11188
node	reaction	K03782
node	metabolite	OKKJLVBELUTLKV
node	metabolite	WSFSSNUMVMOOMR
node	reaction	K17070
node	metabolite	YMWUJEATGCHHMB
node	metabolite	VEXZGXHMUGYJMC
node	reaction	K00148
node	reaction	K00093
node	reaction	K15229
node	reaction	K08685
node	reaction	K15228
node	metabolite	BAVYZALUXZFZLV
node	reaction	K17066
node	reaction	K22085
node	reaction	K22087
node	reaction	K22086
node	reaction	K22084
node	metabolite	XLBVNMSMFQMKEY
node	reaction	K00302
node	reaction	K00305
node	reaction	K00306
node	reaction	K00304
node	reaction	K00301
node	reaction	K00303
node	reaction	K00314
node	metabolite	MSTNYGQPCMXVAQ
node	metabolite	QYNUQALWYRSVHF
node	reaction	K17068
node	reaction	K17067
node	reaction	K06949
node	metabolite	HZSAJDVWZRBGIF
node	reaction	K00946
node	reaction	K05307
node	metabolite	IWLROWZYZPNOFC
node	reaction	K00949
node	metabolite	JZRWCGZRTZMZEH
node	reaction	K00164
node	metabolite	ZWUKRGPVMMTMAF
node	reaction	K13980
node	reaction	K18857
node	reaction	K00001
node	reaction	K13954
node	reaction	K13951
node	reaction	K13953
node	reaction	K00121
node	reaction	K13952
node	reaction	K00664
node	reaction	K01015
node	reaction	K00149
node	reaction	K14085
node	reaction	K00225
node	metabolite	SXZYCXMUPBBULW
node	reaction	K00434
node	metabolite	SXFSQZDSUWACKX
node	reaction	K28064
node	metabolite	YDBYJHTYSHBBAU
node	reaction	K00547
node	reaction	K01740
node	metabolite	LSDPWZHWYPCBBB
node	metabolite	FCXZBWSIAGGPCB
node	reaction	K01761
node	metabolite	TYEYBOSBBBHJIV
node	reaction	K01689
node	reaction	K27394
node	metabolite	GXIURPTVHJPJLF
node	reaction	K00790
node	metabolite	BEGZZYPUNCJHKP
node	reaction	K01841
node	reaction	K23999
node	metabolite	CHDDAVCOAOFSLD
node	reaction	K07043
node	reaction	K00819
node	reaction	K14677
node	reaction	K01438
node	metabolite	JRLGPAXAGHMNOL
node	reaction	K01581
node	reaction	K27542
node	reaction	K01750
node	reaction	K21898
node	reaction	K01667
node	metabolite	QIVBCDIJIAJPQS
node	metabolite	SIKJAQJRHWYJAI
node	reaction	K06001
node	reaction	K01696
node	reaction	K01695
node	metabolite	RSTKLPZEZYGQPY
node	reaction	K00463
node	reaction	K00453
node	metabolite	BYHJHXPTQMMKCA
node	reaction	K00466
node	metabolite	ZOAMBXDOGPRZLP
node	reaction	K14265
node	reaction	K01593
node	reaction	K22433
node	metabolite	APJYDQYYACXCRM
node	reaction	K00270
node	metabolite	COLNVLDHVKWLRT
node	metabolite	BTNMPGBKDVTSJY
node	reaction	K21795
node	metabolite	LSBDFXRDZJMBSC
node	reaction	K04518
node	reaction	K01713
node	reaction	K14170
node	reaction	K05359
node	metabolite	MIEILDYWGANZNH
node	reaction	K05821
node	reaction	K03825
node	metabolite	CBQJSKKFNMDLON
node	reaction	K00832
node	reaction	K15849
node	reaction	K00838
node	reaction	K00817
node	reaction	K00815
node	reaction	K13064
node	reaction	K10775
node	metabolite	WBYWAXJHAXSJNI
node	reaction	K22427
node	metabolite	BHHGXPLMPWCGHP
node	reaction	K00436
node	reaction	K00801
node	reaction	K10208
node	metabolite	VWFJDQUYCIWHTN
node	metabolite	ATZKAUGGNMSCCY
node	reaction	K00016
node	reaction	K03777
node	reaction	K03778
node	reaction	K00140
node	metabolite	OAKURXIZZOAYBC
node	metabolite	DWAKNKKXGALPNW
node	reaction	K17753
node	reaction	K00030
node	reaction	K00129
node	reaction	K00138
node	reaction	K00135
node	reaction	K17761
node	reaction	K00139
node	reaction	K08324
node	metabolite	UIUJIQZEACWQSV
node	reaction	K00290
node	metabolite	ZDGJAHTZVHVLOT
node	reaction	K14157
node	reaction	K15893
node	reaction	K00015
node	reaction	K00018
node	reaction	K01529
node	metabolite	HAEJPQIATWHALX
node	metabolite	JPXZQMKKFWMMGK
node	reaction	K01519
node	reaction	K01668
node	metabolite	ISWSIDIOOBJBQZ
node	metabolite	KKADPXVIOXHVKN
node	reaction	K13027
node	metabolite	CNIUEVQJABPUIJ
node	reaction	K00505
node	reaction	K24018
node	reaction	K00220
node	reaction	K15226
node	reaction	K15227
node	reaction	K01592
node	metabolite	DZGWFCGJZKJUFP
node	reaction	K10774
node	metabolite	NGSWKAQJJWESNS
node	reaction	K15017
node	reaction	K14468
node	reaction	K19312
node	reaction	K01963
node	reaction	K15036
node	reaction	K15037
node	reaction	K22568
node	reaction	K18472
node	reaction	K11263
node	reaction	K18603
node	reaction	K01964
node	reaction	K02160
node	reaction	K11262
node	reaction	K18604
node	reaction	K01962
node	reaction	K18605
node	reaction	K01961
node	reaction	K01946
node	reaction	K12957
node	reaction	K00002
node	reaction	K13979
node	metabolite	LFQSCWFLJHTTHZ
node	reaction	K05306
node	metabolite	YEMKIGUKNDOZEG
node	reaction	K14286
node	metabolite	SUHOOTKUPISOBE
node	reaction	K04019
node	reaction	K03736
node	reaction	K03735
node	metabolite	HZAXFHJVJLSVMW
node	reaction	K18365
node	reaction	K01666
node	metabolite	HFKQINMYQUXOCH
node	reaction	K01620
node	metabolite	AYFVYJQAPQTCCC
node	reaction	K04022
node	reaction	K00850
node	reaction	K24182
node	reaction	K21071
node	reaction	K16370
node	metabolite	BGWGXPAPYGQALX
node	metabolite	RNBGYGVWRKECFJ
node	reaction	K00009
node	metabolite	GACTWZZMVMUKNG
node	reaction	K00847
node	reaction	K01621
node	metabolite	NGHMDNPXVRFFGS
node	reaction	K02446
node	reaction	K04041
node	reaction	K01086
node	reaction	K03841
node	reaction	K01622
node	reaction	K11532
node	reaction	K19028
node	reaction	K14634
node	reaction	K19029
node	reaction	K19030
node	reaction	K01103
node	metabolite	YXWOAJXNVLXPMU
node	reaction	K00895
node	reaction	K02564
node	metabolite	XHMJOUIAFHJHBW
node	reaction	K00696
node	metabolite	PJTTXANTBQDXME
node	reaction	K00820
node	reaction	K13810
node	reaction	K15916
node	reaction	K06859
node	reaction	K01810
node	reaction	K16011
node	reaction	K01809
node	reaction	K01941
node	reaction	K01483
node	reaction	K16856
node	reaction	K06035
node	metabolite	XZMCDFZZKTWFGF
node	reaction	K00816
node	reaction	K22207
node	reaction	K01758
node	reaction	K01760
node	reaction	K20021
node	reaction	K14155
node	reaction	K17217
node	metabolite	XUJNEKJLAYXESH
node	metabolite	RWSOTUBLDIXVET
node	reaction	K00368
node	reaction	K17877
node	reaction	K00363
node	reaction	K00361
